ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance.mi.,Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature.F.,Wind_Chill.F.,Humidity...,Pressure.in.,Visibility.mi.,Wind_Direction,Wind_Speed.mph.,Precipitation.in.,Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-1722906,MapQuest,201,3,2018-08-20 09:43:03,2018-08-20 10:42:47,33.018635,-80.124489,NA,NA,0,Accident on I-26 Eastbound at Exits 199A 199B US-17 Alt Main St.,NA,I-26 E,R,Ladson,Berkeley,SC,29456,US,US/Eastern,KCHS,2018-08-20 09:56:00,82.9,NA,72,30.08,10,WSW,6.9,NA,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1054101,MapQuest,241,2,2019-07-25 09:04:41,2019-07-25 10:18:48,34.77103,-86.58551,NA,NA,0,Lane blocked due to accident on Memorial Pkwy Southbound at Mastin Lake Rd.,1242,Mastin Lake Rd NW,R,Huntsville,Madison,AL,35811-1241,US,US/Central,KMDQ,2019-07-25 08:55:00,71,71,74,29.36,10,N,5,0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3033963,Bing,NA,2,2019-12-31 09:47:00,2019-12-31 11:00:26,37.987159,-121.250867,37.987159,-121.250867,0,At CA-88/Waterloo Rd - Accident.,NA,CA-99 S,R,Stockton,San Joaquin,CA,95215,US,US/Pacific,KSCK,2019-12-31 09:55:00,46,46,86,30.15,5,ESE,3,0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2847803,Bing,NA,2,2020-03-10 05:05:00,2020-03-10 05:37:59,33.813592,-118.167537,33.813592,-118.167537,0,At Walnut Ave - Accident.,NA,Cherry Ave,R,Long Beach,Los Angeles,CA,90807,US,US/Pacific,KLGB,2020-03-10 05:06:00,57,57,87,29.94,8,E,9,0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2799863,Bing,NA,2,2020-06-26 14:48:36,2020-06-26 16:08:34,44.42268,-121.79345000000001,44.42268,-121.79345000000001,0,At NF-2076 - Accident.,NA,Highway 20,R,Camp Sherman,Jefferson,OR,97730,US,US/Pacific,KRDM,2020-06-26 14:56:00,94,94,16,26.81,10,N,14,0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2892554,Bing,NA,2,2020-04-03 17:10:00,2020-04-03 17:43:27,34.48593,-118.14239,34.48596,-118.14231,0.005,At Soledad Canyon Rd/Sierra Hwy - Accident.,NA,Antelope Valley Fwy N,R,Acton,Los Angeles,CA,93510,US,US/Pacific,KPMD,2020-04-03 16:53:00,65,65,14,27.21,10,WNW,28,0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3181261,Bing,NA,2,2019-02-09 19:46:15,2019-02-09 23:46:15,45.05355,-122.97038,45.073128,-122.959536,1.453,At OR-214/Exit 271 - Accident.,NA,I-5 N,R,Salem,Marion,OR,97305,US,US/Pacific,KSLE,2019-02-09 19:56:00,34,28,85,29.67,8,North,6.9,0.01,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-745110,MapQuest,201,2,2019-12-25 01:08:35,2019-12-25 02:23:21,29.65325,-95.446587,NA,NA,0,Accident on Main St at Hiram Clarke Rd.,11999,Main St,R,Houston,Harris,TX,77035-6304,US,US/Central,KMCJ,2019-12-25 00:53:00,55,55,83,29.89,10,SE,6,0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-1116432,MapQuest,201,2,2019-06-13 16:40:17,2019-06-13 18:47:03,36.162609,-95.939171,NA,NA,0,Accident on Archer St at Indianapolis Ave.,NA,N Indianapolis Ave,R,Tulsa,Tulsa,OK,74115,US,US/Central,KTUL,2019-06-13 16:53:00,80,80,30,29.35,10,SE,9,0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-3112043,Bing,NA,2,2019-11-08 14:38:29,2019-11-08 18:38:29,45.50845,-122.77879,45.50845,-122.77879,0,At OR-217/Exit 69 - Accident.,NA,Sunset Hwy W,R,Portland,Washington,OR,97225,US,US/Pacific,KHIO,2019-11-08 14:53:00,61,61,50,29.94,10,CALM,0,0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-518186,MapQuest,245,3,2020-05-29 22:36:35,2020-05-30 00:15:04,38.884533,-77.225975,NA,NA,0,Two lanes blocked due to accident on I-66 Westbound at Exits 64 64A 64B I-495 Capital Beltway Exits 49 49B-A.,NA,I-66 W,R,Dunn Loring,Fairfax County,VA,22027,US,US/Eastern,KDCA,2020-05-29 22:52:00,77,77,84,29.91,10,SSW,12,0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1500120,MapQuest,201,2,2018-11-05 11:00:49,2018-11-05 11:30:35,32.214088,-90.152153,NA,NA,0,Accident on US-49 Northbound at Scarbrough St.,NA,Wilson Dr,R,Richland,Rankin,MS,39218,US,US/Central,KJAN,2018-11-05 10:54:00,64.9,NA,90,29.96,10,SSE,11.5,NA,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-393209,MapQuest,201,2,2017-03-25 21:39:23,2017-03-25 22:09:02,30.479944,-97.801826,NA,NA,0,Accident on Lakeline Blvd at US-183.,NA,N Highway 183,R,Austin,Williamson,TX,78717,US,US/Central,KATT,2017-03-25 21:51:00,68,NA,55,29.92,10,Calm,NA,NA,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-440894,MapQuest,201,3,2017-05-21 13:13:06,2017-05-21 13:57:32,34.077663,-117.998184,NA,NA,0.00999999977648,Accident on I-605 Northbound at Exit 23 Ramona Blvd.,NA,Ramona Blvd,R,Baldwin Park,Los Angeles,CA,91706,US,US/Pacific,KEMT,2017-05-21 12:45:00,91.4,NA,21,29.91,10,South,5.8,NA,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-795291,MapQuest,201,3,2019-12-20 17:51:50,2019-12-20 19:21:10,25.752319,-80.205307,NA,NA,0.920000016689,Entry ramp to I-95 Northbound from S Miami Ave Westbound lane blocked due to accident.,NA,SW 1st Ave,R,Miami,Miami-Dade,FL,33129,US,US/Eastern,KMIA,2019-12-20 17:53:00,72,72,76,30.15,10,NE,12,0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1135424,MapQuest,201,2,2019-06-24 06:43:16,2019-06-24 07:42:07,30.215361,-97.663818,NA,NA,0,Accident on Tx-71 Eastbound at Spirit Of Texas Dr.,NA,Highway 71 E,R,Austin,Travis,TX,78719,US,US/Central,KAUS,2019-06-24 06:37:00,72,72,81,29.3,10,NNW,3,0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-425629,MapQuest,201,2,2017-04-14 20:22:55,2017-04-14 21:10:00,40.198788,-75.256813,NA,NA,0.01,Restrictions due to accident deer involved on US-202 Dekalb Pike around Plymouth Rd.,NA,Dekalb Pike,R,Ambler,Montgomery,PA,19002,US,US/Eastern,KLOM,2017-04-14 20:15:00,57.2,NA,48,30.35,10,SE,9.2,NA,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-3339405,Bing,NA,2,2018-03-07 17:27:13,2018-03-07 23:27:13,39.862067,-105.055788,39.862067,-105.055788,0,At Sheridan Blvd - Accident.,NA,N Foothills Hwy W,R,Westminster,Jefferson,CO,80031,US,US/Mountain,KBJC,2018-03-07 17:45:00,44.6,40.7,17,30.12,30,ESE,6.9,NA,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2052917,MapQuest,201,2,2018-02-02 12:23:26,2018-02-02 13:08:06,43.053078,-89.503212,NA,NA,0,Accident on US-12 Beltline Hwy Southbound at Exit 255 US-14 Beltline Hwy.,NA,S Gammon Rd,R,Madison,Dane,WI,53719,US,US/Central,KC29,2018-02-02 12:35:00,15.8,8.6,36,30.43,10,SW,4.6,NA,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2399259,MapQuest,241,3,2017-09-26 07:28:18,2017-09-26 07:56:54,41.469154,-81.797165,NA,NA,0,Left two lane blocked and left hand shoulder blocked due to accident on I-90 Eastbound at Exit 165A Warren Rd.,NA,I-90 E,R,Cleveland,Cuyahoga,OH,44111,US,US/Eastern,KCLE,2017-09-26 07:51:00,70,NA,78,30.03,10,South,3.5,NA,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1785257,MapQuest,201,2,2018-07-23 05:22:52,2018-07-23 05:52:27,30.065443,-92.024048,NA,NA,0,Accident on LA-339 Decon Rd at LA-339 Decon Rd.,5099,Decon Rd,R,Youngsville,Lafayette,LA,70592-6037,US,US/Central,KLFT,2018-07-23 04:53:00,82.9,NA,88,29.86,10,WNW,5.8,NA,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-913828,MapQuest,201,2,2019-11-27 18:35:07,2019-11-27 20:05:47,35.258339,-80.794792,NA,NA,0,Accident on US-29 Tryon St Eastbound at Sugar Creek Rd.,NA,N Tryon St,R,Charlotte,Mecklenburg,NC,28213,US,US/Eastern,KJQF,2019-11-27 18:50:00,61,61,88,29.22,10,WNW,3,0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
A-74085,MapQuest,201,3,2016-11-21 15:12:56,2016-11-21 15:57:40,34.126102,-117.916023,NA,NA,0.01,Right hand shoulder blocked due to accident on I-210 Eastbound at Exit 39 Vernon Ave.,NA,Foothill Fwy E,R,Azusa,Los Angeles,CA,91702,US,US/Pacific,KEMT,2016-11-21 14:45:00,66.2,NA,56,29.96,10,SSW,10.4,NA,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2523771,Bing,NA,2,2017-01-09 14:55:11,2017-01-09 20:55:11,41.752069,-87.966900999999993,41.75207,-87.9669,0,At 75th St - Accident.,932, 75th St,R,Darien,DuPage,IL,60561,US,US/Central,KLOT,2017-01-09 14:55:00,28.8,19,74,30.21,10,South,11.5,NA,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1114948,MapQuest,201,2,2019-06-13 05:55:57,2019-06-13 06:56:08,43.179199,-77.669678,NA,NA,0,Accident on Colfax St both ways at Lexington Ave.,1449,Lexington Ave,L,Rochester,Monroe,NY,14606-3145,US,US/Eastern,KROC,2019-06-13 05:54:00,64,64,60,29.2,10,SSE,10,0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-41323,MapQuest,245,3,2016-06-06 11:46:04,2016-06-06 12:16:04,37.388535,-122.157417,NA,NA,0.01,Two lanes blocked due to accident on I-280 Northbound at Exit 20 County Hwy-G3 Page Mill Rd.,NA,Junipero Serra Fwy N,R,Los Altos,Santa Clara,CA,94022,US,US/Pacific,KNUQ,2016-06-06 11:56:00,71.1,NA,61,29.85,10,NNW,10.4,NA,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2397199,MapQuest,201,3,2017-09-25 11:24:57,2017-09-25 12:15:00,45.218483,-93.029213,NA,NA,3.32999992371,Accident on I-35 Southbound between Exit 129 MN-97 Lake Dr and Exit 127 I-35W.,NA,I-35W N,R,Forest Lake,Anoka,MN,55025,US,US/Central,KANE,2017-09-25 11:45:00,60.8,NA,100,29.99,10,North,6.9,NA,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3036489,Bing,NA,2,2019-12-04 11:14:00,2019-12-04 11:47:30,38.677009,-121.709955,38.677009,-121.709955,0,At County Road 22 - Accident.,2200, County Road 22,R,Woodland,Yolo,CA,95776,US,US/Pacific,KSMF,2019-12-04 11:13:00,53,53,93,29.85,7,NNW,7,0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2541074,Bing,NA,3,2016-11-29 12:38:29,2016-11-29 18:38:29,35.87836,-78.57431,35.87384,-78.57814,0.379,At I-540/Northern Wake Expy - Accident.,NA,Capital Blvd,R,Raleigh,Wake,NC,27616,US,US/Eastern,KRDU,2016-11-29 12:51:00,71.1,NA,73,29.88,10,SSW,18.4,0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1117082,MapQuest,241,3,2019-06-13 16:11:00,2019-06-13 17:29:00,34.077702,-118.470154,NA,NA,0,#2 lane blocked due to accident on I-405 Southbound at Exit 57B Sepulveda Blvd.,NA,I-405 N,R,Los Angeles,Los Angeles,CA,90049,US,US/Pacific,KSMO,2019-06-13 15:51:00,66,66,78,29.74,10,SSW,13,0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1579794,MapQuest,201,2,2018-10-12 05:25:34,2018-10-12 05:55:22,39.985336,-82.789841,NA,NA,0,Accident on OH-16 Broad St at Waggoner Rd.,7981,E Broad St,R,Reynoldsburg,Franklin,OH,43068,US,US/Eastern,KCMH,2018-10-12 05:51:00,46,42.5,71,30,10,West,6.9,NA,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3483722,Bing,NA,2,2019-08-27 17:23:00,2019-08-27 20:36:23,39.384125,-120.083474,39.384125,-120.083474,0,At Hirschdale Rd - Accident.,NA,I-80 W,R,Truckee,Nevada,CA,96161,US,US/Pacific,KTRK,2019-08-27 16:45:00,84,84,20,24.24,10,CALM,0,0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1723919,MapQuest,201,2,2018-08-20 08:21:22,2018-08-20 08:51:06,31.764292,-106.489311,NA,NA,0,Accident on Kansas St at Yandell Dr.,340,E Yandell Dr,R,El Paso,El Paso,TX,79902,US,US/Mountain,KELP,2018-08-20 08:51:00,80.1,NA,52,29.91,10,NE,9.2,NA,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2368178,MapQuest,201,2,2017-09-12 15:00:09,2017-09-12 15:29:51,28.259113,-82.196808,NA,NA,0,Lane blocked due to accident on Jason Dr at Fort King Rd.,7001,Jason Dr,L,Zephyrhills,Pasco,FL,33541,US,US/Eastern,KZPH,,NA,NA,NA,NA,NA,,NA,NA,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2010532,MapQuest,241,3,2018-03-14 12:14:32,2018-03-14 12:44:09,37.25705,-76.645393,NA,NA,0,Lane blocked and left hand shoulder blocked due to accident on I-64 Eastbound at Exits 242A 242B VA-199 Humelsine Pkwy.,NA,Route 199,R,Williamsburg,York,VA,23185,US,US/Eastern,KJGG,2018-03-14 12:15:00,46.4,40.1,29,29.86,10,WNW,15,NA,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-651768,MapQuest,201,2,2020-01-10 17:30:31,2020-01-10 19:00:23,34.603642,-82.539108,NA,NA,0,Accident on US-29-CONN Anderson Hwy at Breazeale Dr.,2563,Anderson Hwy,R,Williamston,Anderson,SC,29697-9529,US,US/Eastern,KGYH,2020-01-10 17:47:00,57,57,72,29.37,10,NE,7,0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2210362,MapQuest,201,2,2017-12-21 15:36:18,2017-12-21 16:19:53,27.790628,-82.728401,NA,NA,0,Accident on 22nd Ave at FL-693 66th St.,NA,66th St N,R,Saint Petersburg,Pinellas,FL,33710,US,US/Eastern,KSPG,2017-12-21 15:23:00,77,NA,76,30.04,10,West,8.1,NA,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-43393,MapQuest,201,3,2016-06-22 18:08:13,2016-06-22 19:08:13,34.164516,-118.29657,NA,NA,0,Accident on I-5 Northbound near Exit 145A Western Ave.,NA,Golden State Fwy S,R,Glendale,Los Angeles,CA,91201,US,US/Pacific,KBUR,2016-06-22 17:53:00,81,NA,42,29.9,10,South,10.4,NA,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1906474,MapQuest,201,2,2018-05-22 17:45:28,2018-05-22 18:14:50,36.155174,-95.98922,NA,NA,0,Accident on Cincinnati Ave at 2nd St.,126,S Cincinnati Ave,R,Tulsa,Tulsa,OK,74103-2807,US,US/Central,KTUL,2018-05-22 17:53:00,88,NA,46,29.9,10,ESE,8.1,NA,Scattered Clouds,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1330060,MapQuest,241,2,2019-02-04 10:54:28,2019-02-04 11:24:16,40.868301,-124.1157,NA,NA,0,Lane blocked due to accident on CA-255 Northbound at Pacheco Ln.,NA,Samoa Blvd,R,Arcata,Humboldt,CA,95521,US,US/Pacific,KACV,2019-02-04 10:53:00,35.1,32.2,92,29.58,2.5,South,3.5,0.13,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1305102,MapQuest,244,2,2019-03-26 09:51:29,2019-03-26 10:35:00,40.626625,-75.483032,NA,NA,0,Shoulder blocked due to accident on US-22 Eastbound at PA-145 Macarthur Rd.,NA,US-22 E,R,Whitehall,Lehigh,PA,18052,US,US/Eastern,KABE,2019-03-26 09:51:00,37.9,30.9,29,30.3,10,NE,10.4,NA,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-960794,MapQuest,201,2,2019-09-05 20:43:13,2019-09-05 21:42:49,34.702049,-82.895393,NA,NA,0,Accident on Wells Hwy both ways at US-123 Clemson Blvd.,10731,Clemson Blvd,R,Seneca,Oconee,SC,29678-4531,US,US/Eastern,KCEU,2019-09-05 20:54:00,82,82,60,28.92,10,NNW,5,0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-1848708,MapQuest,201,3,2018-06-26 08:42:57,2018-06-26 09:35:00,41.058544,-73.512253,NA,NA,0,Left hand shoulder blocked due to accident on I-95 Southbound before Exit 9 US-1 Main St.,NA,I-95 N,R,Stamford,Fairfield,CT,06902,US,US/Eastern,KHPN,2018-06-26 08:56:00,68,NA,43,30.27,10,East,4.6,NA,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1035434,MapQuest,201,3,2019-07-16 07:56:30,2019-07-16 08:58:56,42.502354,-71.11895,NA,NA,0,Breakdown lane blocked due to accident on I-93 Northbound at 128.,NA,I-95 S,R,Reading,Middlesex,MA,01867,US,US/Eastern,KBVY,2019-07-16 07:53:00,71,71,70,29.95,10,CALM,0,0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2198816,MapQuest,201,3,2017-12-15 12:31:46,2017-12-15 13:16:29,32.360935,-86.171158,NA,NA,0,Right hand shoulder blocked due to accident on I-85 Northbound at Exit 9 AL-271 Taylor Rd.,NA,Taylor Rd,R,Montgomery,Montgomery,AL,36117,US,US/Central,KMXF,2017-12-15 12:56:00,45,40.6,47,30.17,10,NNW,8.1,NA,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1160475,MapQuest,201,2,2019-05-10 09:25:00,2019-05-10 10:40:36,40.80637,-73.181717,NA,NA,0,Accident on NY-454 Veterans Hwy at Blydenburgh Rd.,NA,Veterans Hwy,R,Islandia,Suffolk,NY,11749,US,US/Eastern,KISP,2019-05-10 08:56:00,58,58,90,29.99,10,SSE,10,0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2167361,MapQuest,201,3,2017-12-01 07:56:18,2017-12-01 08:40:24,44.949883,-93.101616,NA,NA,0,Accident on I-35E Southbound at Exit 107A I-94.,NA,I-35E N,R,Saint Paul,Ramsey,MN,55102,US,US/Central,KSTP,2017-12-01 07:53:00,30,25.2,82,30.11,10,SE,4.6,NA,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-969551,MapQuest,201,2,2019-09-10 16:44:03,2019-09-10 18:01:04,34.884659,-82.354347,NA,NA,0,Accident on US-29 Wade Hampton Blvd at Rushmore Dr.,2049,Wade Hampton Blvd,L,Greenville,Greenville,SC,29615-1036,US,US/Eastern,KGMU,2019-09-10 16:53:00,94,94,43,29.11,10,E,9,0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1638466,MapQuest,201,3,2018-09-08 17:52:15,2018-09-08 18:22:05,34.067539,-117.557907,NA,NA,0,Accident on I-10 Westbound at Exit 57 Milliken Ave.,NA,I-10 W,R,Ontario,San Bernardino,CA,91761,US,US/Pacific,KONT,2018-09-08 17:53:00,96.1,NA,25,29.75,10,WSW,16.1,NA,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1034389,MapQuest,201,2,2019-07-15 09:09:37,2019-07-15 11:33:22,30.210396,-92.010201,NA,NA,0,Accident on US-90-BR University Ave at LA-182. No recent updates.,1053,E University Ave,L,Lafayette,Lafayette,LA,70503-2128,US,US/Central,KLFT,2019-07-15 08:53:00,82,82,90,29.97,10,S,8,0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2693864,Bing,NA,2,2017-06-08 16:31:10,2017-06-08 22:31:10,42.22617,-83.39308,42.22869,-83.38272,0.558,At Wayne Rd/Exit 196 - Accident.,NA,I-94 E,R,Romulus,Wayne,MI,48174,US,US/Eastern,KDTW,2017-06-08 16:53:00,73,NA,46,29.91,10,South,11.5,NA,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1273868,MapQuest,201,3,2019-03-07 15:52:07,2019-03-07 16:26:00,47.455929,-122.264542,NA,NA,0.330000013113,Entry ramp to I-5 Southbound from Klickitat Dr Southbound restrictions on entry ramp due to accident.,NA,I-5 S,R,Seattle,King,WA,98188,US,US/Pacific,KSEA,2019-03-07 15:53:00,41,32.2,76,29.99,10,SSW,18.4,NA,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-501965,MapQuest,201,2,2017-07-10 13:49:01,2017-07-10 14:18:29,42.403095,-83.096069,NA,NA,0,Left hand shoulder blocked due to accident on M-8 Davison Fwy Eastbound at Davison.,NA,Davison Fwy E,R,Highland Park,Wayne,MI,48203,US,US/Eastern,KDET,2017-07-10 13:53:00,69.1,NA,93,29.88,7,SE,9.2,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2547122,Bing,NA,2,2016-10-05 07:01:56,2016-10-05 13:01:56,25.92664,-80.23967,25.9263,-80.24939,0.604,At SR-817/27th Ave - Accident.,NA,Palmetto Expy S,R,Miami Gardens,Miami-Dade,FL,33056,US,US/Eastern,KOPF,2016-10-05 06:53:00,78.1,NA,93,29.82,10,North,4.6,NA,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1248751,MapQuest,241,2,2019-04-23 07:42:59,2019-04-23 08:42:39,38.984486,-76.54583,NA,NA,0,Lane blocked and left hand shoulder blocked due to accident on US-301 Westbound at Exit 23B MD-450.,NA,John Hanson Hwy W,R,Annapolis,Anne Arundel,MD,21401,US,US/Eastern,KNAK,2019-04-23 07:54:00,62,62,60,30.06,10,WNW,6,0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3270265,Bing,NA,3,2018-09-10 07:03:11,2018-09-10 07:32:30,40.654091,-74.28713,40.657708,-74.28714,0.25,At RT-28/Exit 137 - Accident. Right lane blocked.,NA,Garden State Pkwy N,R,Cranford,Union,NJ,07016,US,US/Eastern,KLDJ,2018-09-10 06:55:00,56.3,NA,92,30.19,4,Calm,NA,0.02,Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3338461,Bing,NA,2,2018-03-06 08:47:49,2018-03-06 14:47:49,39.9735,-75.58397,39.97105,-75.58307,0.176,At Paoli Pike - Accident. Lane blocked.,NA,W Chester Byp S,R,West Chester,Chester,PA,19380,US,US/Eastern,KOQN,2018-03-06 08:55:00,34,30,65,29.35,10,E,5,0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3023510,Bing,NA,2,2019-12-23 13:12:41,2019-12-23 17:12:41,44.51211,-120.37437,44.51211,-120.37437,0,At NF-200 - Accident.,NA,Ochoco Hwy,R,Mitchell,Wheeler,OR,97750,US,US/Pacific,KRDM,2019-12-23 12:56:00,41,41,55,26.71,10,NW,3,0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2873445,Bing,NA,2,2020-03-24 03:20:13,2020-03-24 03:35:13,33.92741,-117.2886,33.92741,-117.2886,0,At Eastridge Ave/Eucalyptus Ave - Accident. Hard shoulder blocked.,NA,I-215 N,R,Moreno Valley,Riverside,CA,92553,US,US/Pacific,KRIV,2020-03-24 03:13:00,48,46,93,28.52,10,NNW,5,0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1608917,MapQuest,201,3,2018-10-25 18:03:57,2018-10-25 18:33:27,37.29401,-80.098259,NA,NA,0,Right hand shoulder blocked and left lane blocked due to accident on I-81 Southbound at Exit 137 Wildwood Rd.,NA,I-81 S,R,Salem,Roanoke County,VA,24153,US,US/Eastern,KROA,2018-10-25 17:54:00,53.1,NA,55,30.11,10,SE,5.8,NA,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2824651,Bing,NA,2,2020-06-13 10:45:00,2020-06-13 11:17:22,34.02544,-118.04092,34.01957,-118.05037,0.676,At Rose Hills Rd - Accident.,NA,I-605 S,R,Whittier,Los Angeles,CA,90601,US,US/Pacific,KEMT,2020-06-13 10:53:00,73,73,55,29.86,10,VAR,3,0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-412709,MapQuest,201,2,2017-05-01 15:15:04,2017-05-01 15:59:48,26.615685,-81.665237,NA,NA,0.01,Accident on Bella Ct at FL-884 Lee Blvd.,NA,Bella Ct,R,Lehigh Acres,Lee,FL,33971,US,US/Eastern,KRSW,2017-05-01 15:33:00,88,NA,53,30.01,10,SW,20.7,0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1662022,MapQuest,201,2,2018-09-20 07:40:49,2018-09-20 08:10:05,35.2789,-80.894737,NA,NA,0,Accident on NC-16 Brookshire Blvd Northbound at Hovis Rd.,NA,Hovis Rd,R,Charlotte,Mecklenburg,NC,28216,US,US/Eastern,KCLT,2018-09-20 07:52:00,72,NA,93,30.11,7,North,3.5,NA,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
